text,category
Watch DR Shalini madam video. One can understand.,None-of-the-above
Where the hell you're living . Just shut your ### are you from Mars now 2020 it's a model world each and every males are wants to project their look and style and doing skin care routines that's called self-care and grooming . Finally I've some words for you DON'T JUDGE A BOOK BY IT'S COVER.(some good souls are living in the world mind it),Counter-speech
Such a lovely movie 😍🌈👬❤ thank you Mr. Lokesh and team,None-of-the-above
lol just leave I won't change my perception bcz in my clg life something like this happened to one my frnd I dont won't explain that so I won't support those butt fuckers,Homophobic-derogation
"AR  always I am frd for all people brother, but I can't talk personally thank you for your kindness brother",None-of-the-above
Hii; Kindly tell about Why we pray  shiva lingam in tamil nadu instead of shivan face .. what it represents ?? And there is a scientific explain for lord shiva mean ! There should be scientific explaination about nandhi kindly tell about that,None-of-the-above
Anna part 1 vera level part 2 waiting anna,None-of-the-above
Good effort bro congratulations,Hope-Speech
"First of all, i wanna know onething. Do you think oppression & harashment all happen only in lgbtq? it is everywhere. Each individual is having their own struggle. just becoz you become make up artist from lgbtq , you think you have inspired masses.. ?  Pls dont say people as  fans .. whom do you think you are ? you are no spl. you are normal as we are.. You have nt done anything spl...",Homophobic-derogation
IN india how many of them folowing our culture all men wearing tshirt phant is this thing is our culture ?,None-of-the-above
Hats off jiii,Counter-speech
Who is malini?,None-of-the-above
Jaffer Sherif; Don't worry; Kandipa kidaipanga,None-of-the-above
Waiting for 🇮🇳government to legalize gay🏳️‍🌈 marriage..,Hope-Speech
Very nice i feel tha gey life very nice,None-of-the-above
DRAGON BALL FAN  so people become a couple just to create babies huh? So ur partner is just a machine?? Interesting perspective!!,None-of-the-above
thanks a lot for your comments; do share & subscribe,None-of-the-above
Great na super👌All the best na,Hope-Speech
LIFE CREATES LIFE is a nature u can't create a life in man's butt hole....lol,None-of-the-above
Ithula foreign culture ellam accept panna mudiathu sollura avan camera friends irukurathala ipdi pesuran they r fake in public,None-of-the-above
The story line is pathetic and very confusing. Better luck next time,None-of-the-above
Seriously it is a good informative video bcaz so many ppl thinking as a gay and transgender are same but it's not true gay is mostly apart from transgender y I'm telling becaz I'm also a gay I'm saran from chennai...,Hope-Speech
After this how u made her to know that it is prank ? because she is very kind hearted person. Very nice and excellent 👍,Hope-Speech
God bless you everyone,Hope-Speech
Anna.... salute for your video from me and my family salute TMP teams,None-of-the-above
Then dont see my face.... close ur eyes . likwise ur brain in a closed box.... 🤣,None-of-the-above
Our society is some time very evillll,None-of-the-above
"If you don't interest on that, Pls don't hurt they are",None-of-the-above
This is even among animals and many other species. What country are you talking abt. Just foolish!,None-of-the-above
Watch 2.56 sec that Akka comments.Excellent,None-of-the-above
"next level to # control the human population,  sec 377... BRILLIANT  PLAN... WISH THE NEXT GENERATION WILL BE FREE FROM OVER CROWD ............. lot more to say,,, this comment alone not enough to explain... think positive....",None-of-the-above
raja s  not just sister or daughter. Anyone should lead their life exactly how they want to.,None-of-the-above
"Hii am mahe gay am proud of myself..am wanna gay boyfriend 23 below guys.. am LL take care him , lov , hugging, bike ride , romantic sex ,etc am well settled gay so am LL take care my boyfriend whole life.. ennoda boyfriend Enna vanalum pannuva .. avanugu money nAlum kk .. but enagu mattum than Ava vanum",Counter-speech
Hats off you,None-of-the-above
Really I Cryed bro Vera level neenga It's speaking Humanity Really Great ♥️ Waiting Part 2 bro I am Keep Supporting Your Channel 🥰,Hope-Speech
I taught she is a girl until i read the title,None-of-the-above
You are very bold.... But I am not like u(bold as you)....so my parents are not supportive.... Some of my friends discouraged me.... I want to be myself.... But I can't.... I don't know why....? Thank you for your video it's motivational and essential.... Thank you; I am proud to be(a gay) in LGBT community....; Thank you so much.....😊; Be happy Stay safe and Spread love.... Bye....😁,Hope-Speech
It's realy good prank aluthuden,None-of-the-above
Super bro Vera level performance all the best part 2 waiting bro,Hope-Speech
I m waiting for the next vd all the best lovely,None-of-the-above
Bro neenga pannurathu ellam differenta  think pannuringa nice  super  bro all the best,Counter-speech
thanks from bottom of our heart,None-of-the-above
Hello sir; How are you,None-of-the-above
Turn to god turn from wicked ways,Homophobic-derogation
Yes.. love is love. Anyone can fall in love with anyone.,Counter-speech
"Sister you are looking beauty , Pls don't spoil your talents towards this.... my small request is to sit and pray to God because beyond all your studies,knowledge & books you have studied   there is more big thing to know about human soul and spirit.... ask God about that get the answer from God and then speak wat ever you like to speak, untill that please wait...",Homophobic-derogation
Iam waiting bro,None-of-the-above
Super bro i am ajay 19 i am single yaravadhu true love person irutha life long gay love irutha comment pannuga,Hope-Speech
Happy and peoud to be a gay,None-of-the-above
Super movie this my story type  iam A Gay my family problem this story,None-of-the-above
Thank you so much ❤️,None-of-the-above
Who is the main role in this film .please say both name ??,None-of-the-above
Her point is correct.god than antha hormones changes kudutharu,None-of-the-above
Semme speech ....superb,None-of-the-above
"wierd தமிழன் i don't have any hesitation. Bro. Yes I am a muslim. I won't hide my name always.  Living in taminadu , i am not an Arabian. India is my country. I had indian passport. Moreover, india is a secular country. Indian constitution won't interfer in citizen's religious topics. ; ; Think about it.",None-of-the-above
"She is so expressive. I love her language. Leave them alone, they too have a life💗",None-of-the-above
Thank god a happy ending and a story about true love and not sex. Excellent film. Thank you.,None-of-the-above
"Kudos to the lady in orange saree ,the backpacker guy and guy in grey tee...they were the only ones giving sensible replies.. remaining wer jus crap",None-of-the-above
I oppose this ; ; While other country's following our culture we people Following their country's culture & makes our own culture garbage,Homophobic-derogation
"Is homosexuality wrong? Definitely not. We are our souls, more than our body. So when our soul can connect with another soul, that connection transcends gender and sexuality. If God created us, then God created our wants, our likes, our dislikes as well. So this is definitely a natural phenomena.",Counter-speech
I am waiting bro ❤️❤️❤️❤️,None-of-the-above
Go back to school and learn to read and write. Then you will understand,None-of-the-above
Waste of time,None-of-the-above
Malin darling.. love you lots..❤,None-of-the-above
What ever best clear explanation 👍,None-of-the-above
According to the Bible the very 1st and only  human beings created on the earth are Adam & Eve.; Ok let them had sex and gave birth to their children.; How the next generation moved further?; Did their Children had sex with each other and gave birth so?; Please stop showing the religious beliefs as an example. I'm not against the religions.; Either accept the nature or don't blame it. This is how we were born in this Earth.; May god help you in understanding the sexuality of human.,Counter-speech
Our ancestors n gods where completely cool with it.,Counter-speech
Anupama should be given award fr this movie,None-of-the-above
Seema seema brother super,Counter-speech
"Was thinking about coming out. I think I'm quite comfortable inside the closet; ; And for anyone curious, it's really not a choice, it's just how we feel. I fall for a girl just as I do for a boy, I'm bisexual :)",Counter-speech
really heart touching video dont hurt any one wth there apperance 🖤 waiting for part 2,None-of-the-above
Saranya  what do u think about my perception? people tries to find a life in butt hole :),None-of-the-above
Well directed on a subject with lot of stigma in the society ..............,None-of-the-above
Same wave length,None-of-the-above
7:49 I cried 😭😭,None-of-the-above
Good concept.. I love tiz.. U both are great .. transgender people face many problems.. They also human.. Respect them.. 💗💗💗,Counter-speech
Just Google the facts you might understand.,None-of-the-above
U guys are doing a great job🙏 atleast after this video many would change the mindset about transgender.. please continue doing this  for a good cause 👍🙏,None-of-the-above
Sudharshan AJ why mental your mental man,None-of-the-above
Mani anna acting realy crying to me.,None-of-the-above
Thank u team for uploading this movie...this is the reality...,None-of-the-above
Same girls...... Unsubsribe this channel,None-of-the-above
very very good Movie. Latif role really was awesome. but it to b extended. but we should get the good character like Latif to  feel the real happiness. waiting for my Latif..,Hope-Speech
Love hase a no gender ❤️ love is love 👬,Hope-Speech
"The film is good... a good try.... Why r u trying to emphasize on security's personal life that his son is gay or not...so now security knows that his son is Straight so he relaxes...in the immediate cut, u r establishing that Arjun feels guilty to be in closet and accepts to lead his life as he is... but u didn't anywhere emphasize  what he is going through right now and why suddenly he plans to come out of closet... this lead me a thought that this film is from security' s pov and he is happy that his son is Straight and Symphatetic on Arjun for being gay...so basically u r establishing that gay men or largely LGBT members are like handicapped....so feel pity on them",Homophobic-derogation
Your WhatsApp namber send me I am gay l age of 17,None-of-the-above
LGBT Communities of Chennai. ; ; There is more to the life stories of people from LGBT Communities. They live among us. Trying their best to carve out a life and identity for themselves in a society that is no so approving.; ; Read about their life stories. Inside Out. ; ; Exclusively:,None-of-the-above
World is end now Quran and  Bible  not allowed,None-of-the-above
Dont hate thirunangai just love & like if u do that Jesus will bless all 4 sweden,Counter-speech
Sister ur smile so cute. Ur way of talking was good.,None-of-the-above
I m crying...,None-of-the-above
I wish I could give her hug❤ 😍 such a swt soul ❤,None-of-the-above
NICE TOPIC I LIKE IT,None-of-the-above
Okay one question to all heterosexual that they say that sex is for reproduction then after having baby y do u hv sex even after getting baby.,Counter-speech
Sprr bro all the best bro,Hope-Speech
Sharik  hope they don't.,None-of-the-above
Sorry neega theeda thagathathunu sollathiga please anna,None-of-the-above
Long time waiting for this movie to watch😍😍.. really heart touching and show what's reality,None-of-the-above
Hands of ur channal,None-of-the-above
What is  LGBT,None-of-the-above
Tarup SweD  they won't answer right now... But they will when some activists start pushing it,None-of-the-above
Ungaloda speak Reyaly very very nice,None-of-the-above
Im so proud of u,Hope-Speech
We have treat all as humans,Counter-speech
Your feelings may be right but ur attitude and way of speaking is very bad. The person asking questions politely but you are rude. First u learn how to speak in public.,None-of-the-above
Saranya lol you clearly missed the point. The ending says he has accepted that he is gay and that he does not mind if other people know. He takes off his glasses in the end to show he will be with his partner.,Hope-Speech
Population  Will  decrease,None-of-the-above
Super.... Good explanations..... Everyone should watch this....,Hope-Speech
Don't use the word transgender to scold some one... use something else,None-of-the-above
Doesnt make sense in wht she's speaking..😌😌,None-of-the-above
Super Malini all the best 😍👍,None-of-the-above
Any gays watching this.....,None-of-the-above
"Culture determines our next generation,  these kind of things will spoil our future generations.",Homophobic-derogation
Latif father is so lovely,None-of-the-above
Elijah Lawrence  good to see someone who can clearly look my point there. Wish you great life & love..,None-of-the-above
Ur videos are wonderful... Pls can u make a video about illuminatis,None-of-the-above
Very good story,None-of-the-above
Vera level acting anna,None-of-the-above
Rich in humanity,Hope-Speech
inshaf cool so u are indirectly telling that u can’t change the nature of a rapist and let him rape girls because it’s his nature,None-of-the-above
You are right,None-of-the-above
RAVI RAGUL already done that topic by madan gowry,None-of-the-above
That Akka is really good soul; #respect,Hope-Speech
I like the ur speech being peace,None-of-the-above
Why do u people marry and burn innocent straight people lives..,Homophobic-derogation
Really she is good heart lady not only she but every transgender is really good persons our public should give respect them.They also human beings .even they don't know who is he? But she danced for him.really they are god's children,Counter-speech
Yes she is beautiful,None-of-the-above
I like your bold speech.  Very nice.,None-of-the-above
She is looking so beautiful😊,None-of-the-above
I just watched this video...I did a reach on this topic before; madan please go through about xenoandrogen and xenoestrogen,None-of-the-above
I agree with the above...u differentiate?,None-of-the-above
Thanks a lot,None-of-the-above
அண்ணா சத்தியமா நான் crying 😪😪😪😪😪😪paniten ... Vera vera vera level 👌👌👌👌...    Part 2 ikku waiting......    Tmp super super super bro.....  Love you sooooooooo much......,Hope-Speech
This is an excellent movie...this movie is for the parents that are ignorant....like my father...now i am older....and very happy....thank you for this video.....,None-of-the-above
Hai Bro if it don't mind can you send me a mail I'd PlZ,None-of-the-above
I can't control my tires 😢😢They r u also a mom for us  but the world is speaking badly😠,Counter-speech
"தாய்க்கு நிகர்நிலை ,❤✨ She's a really great mother, good soul, live long Dr mom ❤✨ # to the team, keep on doing good things like this, do ur best 💯 spread humanity and love 👍",Counter-speech
Last very emotional,None-of-the-above
Why do you put the title as transgender? For views?,None-of-the-above
Likes 1.3 k but commands 1.4k,None-of-the-above
Grace New Covenant Church Augustin Jerald  u too will have the ashirvad of gods everytime.,None-of-the-above
Any btm sucker?,Homophobic-derogation
Bro plz make weed song in mind meditation plz explin,None-of-the-above
I respecting all,None-of-the-above
stop explaining her as transgender is there any necessity to mention,None-of-the-above
4:35 how cute she is,None-of-the-above
Script super ra thambi,Hope-Speech
People's Need to know about LGBT sex .... I think its not wrong,Homophobic-derogation
IMportant news,None-of-the-above
"Till now we enjoyed your video but you changed us to think all people are not like others, thanks all love you😢🙏🏼",Counter-speech
Hats of bro,None-of-the-above
My life  same feeling panra😔😔,Hope-Speech
"hello this is not mental illness or psychological problem but certainly it is the sin you did in your previous birth that you are facing it in this birth called karma vinaigal or reaction !!! Therefore,  do not create any scene now and be humble for the rights the world has given you with its kindness!; ; You claim this as natural as you have no other choice but to defend yourself , but nature do not give you a damn. If you are not able to go through the process of reproduction cycle , you are actually not in favour of the nature's ruling!!!; ; Have you no gratitude for your parents who brought you to this world ?  Well, nature does not make mistake I guess!",Homophobic-derogation
Very  cute,None-of-the-above
"When you try to see this as pure love... Interviews like in the above link show it as fun, according to me it's disgusting...",None-of-the-above
Visuvanathan swamynathan  sure we should not depend on others if we are independent none will touch us or will not able to talk anything towards us 🙂,Hope-Speech
Heart melted video bro promise sa na aluthuten,Hope-Speech
Hi; Hello 👋 WhatsApp number,None-of-the-above
"Vera level.. Thanks for your efforts and video.. I'm working in an IT, soon will start a business.. I'm  promising that kandipa I will support transgenders ❤️ Heart touching..; ; Good efforts.. ❤️❤️ Really you guys are great!; ; By the way...I'm also a Tamil Medium Student... Geth ah soluvom.. Tamil Medium Boys 😎",Hope-Speech
"Yep... elarum next video suggestion solraga.....but this generation definitely let their freedom about lgbtq community..... even North Indians , they are far more developed and extroverted in this thing ... ; well as you said we definitely need to handle this kind of situation in future ... good to watch this video .. cause these things are rarely explained in tamil ....",None-of-the-above
"super,thanks to supreme court of India....",None-of-the-above
I really appreciate both of You.. Comparing Single Tea...,Counter-speech
Respect all 😞💪,Hope-Speech
hae u  when is ur next film ..... eagerly waiting to watch .... make it soon,None-of-the-above
Wow super bro semma short film,Hope-Speech
4.17 that is exactly correct,None-of-the-above
NATHAN ZECHARIAH why,None-of-the-above
Can we get a lesbian movie please,None-of-the-above
"Very simple answer. If there was a law that criminalises inter-caste love and if it were decriminalised, the celebration would be much much greater!",None-of-the-above
very nice short film,None-of-the-above
Such a beautiful movie. Well-directed and acted. Both lead characters have portrayed their roles beautifully. This movie portrays the struggle every Indian gay man would have to go through whether they are in a relationship or not. Would like to see more movies from this team. Are you guys working on any new projects?,None-of-the-above
I like her confidence n the way she talks.,None-of-the-above
Bro share amount yepdi bro,None-of-the-above
Thank you so so much for uploading this movie....been searching for this movie..😍😍,None-of-the-above
Good prank show,Hope-Speech
Have completed a Tamil feature film titled SATTHAM  (sound). The film is in Festival circle..,None-of-the-above
I am a clg student me to don't share in my personal,None-of-the-above
Pls do about Veerapan,None-of-the-above
Mass concept ❤️,Hope-Speech
Visuvanathan swamynathan  same all the best for ur bright future,None-of-the-above
Vas im  WTH....dude no matter who the child is long as they have the DNA sample....they can find their parents out🤦‍♀️,None-of-the-above
Pray to with all your heart to God...He will show you the way,Homophobic-derogation
Ada punnaku it is “gay” not guy... 1st of all yr English itself a disaster and u are here to correct others life? Come on give a break...,None-of-the-above
kindly please upload the music video 🙏,None-of-the-above
Excellent speech you are great bro,None-of-the-above
That transgender really believe your words... idiot,Counter-speech
