text,category
I am also a gay. I don't know how the director thinks this level !... எங்களின் உணர்வுகளை இந்த அளவிற்கு உலகிற்கு வெளிக்காட்டியதற்கு மிக்க நன்றி....,None-of-the-above
அவுங்க வேலாயினா இந்த அட்மின் லோலாயி போல....,None-of-the-above
எத்தனையோ prank பாத்துருக்க இந்த மாதிரி பார்த்ததே இல்லை அதும் அந்த அக்காவுக்கு எவ்ளோ பெரிய மனம் நீடு வாழ வேண்டும்  வேற லெவல் யா..,None-of-the-above
அருமை தோழி 👌👌,None-of-the-above
உங்கள பாராட்ட வார்த்தையே இல்லை சகோ...,None-of-the-above
இதுல தவறு  இல்லை...ஏத்துக்கலாம்,Hope-Speech
உண்மையான பதிவு நண்பரே,None-of-the-above
இவனுக யாரு திருநங்கைகளை தப்பா பேச. எவனையாவது ஒரு வேலை வாங்கி குடுக்க சொல்லு பொட்டை பயலுக ஓடிருவானுக  பாடுங்க.,None-of-the-above
இந்த உலகத்தில் இல்லாத அருவருப்புகளில் மேலன அருவருப்பு. ஓரினச் சேர்க்கை .இது ஒரு சாபமான பாவம்.,Homophobic-derogation
உங்களுடைய கருத்து சூப்பர் அக்கா,None-of-the-above
"ஆண் ,பெண் ஈடுபாடு போல, ஆண் , ஆண் ., பெண் , பெண் ஈடுபாடும் பொதுவானதே . நமக்கு இருக்கும் அதே உணர்வுகள் தான் அவர்களுக்கும் உண்டு . இது அவர்கள் வளர்த்துகெண்டது அல்ல.அவர்களின் இயல்பிலேயே வந்தது . அதை நாம் மதிப்பதில் தவறு ஒன்றும் இல்லையே!!!  பழக்கம் வேறு , இயல்பு வேறு ...",Counter-speech
அந்த அக்கா வேற லெவல்,None-of-the-above
அது ஈரோட்ட இல்லை திருப்பூர்,None-of-the-above
காமம் அனைவருக்கும் இருக்கிறது  எல்லாம் உயிரிகள் உடல் உறவு இருக்கிறது  மனிதனுக்கு  கட்டுப்பாடு வேண்டும் இல்லை என்றால் உலகம் தாங்காது,None-of-the-above
திருநங்கை சரி இது என்ன கடவுளே எதுவுமே புரியலயே . இவங்க கதைக்குறது சரி  உணர்வுகள் அவங்கடத மதிக்குறன் ஆன இவங்க ஒரு பெண்ணை லவ் பன்னினா . அந்த பென்னுக்கும் ஆசபாசங்கள் உணர்வுகள் இருக்கும் .  இவங்க சொல்றது சுயநலம் மட்டும் தான் . எப்படி வாழ்ந்தாலும்  ஆனுக்கு பெண் தான் . பாசம் வைக்குறது தவறு  இல்லை ஆன கல்யானம் செய்ற அலவுக்கு ஆசை பட கூடாது. நீங்க நலமாக வாழ வாழ்த்துகள் . நீங்கள் மாலினியாவே இருங்க,None-of-the-above
மறைக்க முயற்சி க் காமல் உண்மை கூறி யமை க்கு நண்றி,None-of-the-above
அக்க வணக்கம் உங்கல் அதவு எனக்குவேன்டும்,None-of-the-above
இல்லை இல்ல. உனக்கு திருநங்கை பற்றிய யோசனை மட்டும் தான் இருக்கு அப்போ நீ தான் திருநங்கை..நீ  9 என்று சொன்னால் அதற்காக பின் வருத்தப்படுவாய்.Be careful,Transphobic-derogation
மற்றவர்களை தாழ்த்தி காணும் மகிழ்ச்சியுடன் பாவமும் தொற்றிக்கொள்ளும்..,None-of-the-above
நான்  வந்தேறேன்  எண்ணலா இங்க இருக்கா முடியாது😭😭😭,None-of-the-above
அற்புதமான ஆணுக்கு ஆணுக்கு அனுபவம் (ஓரின சேர்க்கை மசாஜ்கள்) உங்கள் சந்திப்புகளை www.maleholistic.com அல்லது whatsup +917506603887 இல் சரிசெய்யவும்; INSTAGRAM: MALE_HOLISTIC,None-of-the-above
சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,None-of-the-above
நல்ல திருநங்கைகளும் உள்ளனர்,Counter-speech
chandra lekha  ஒரு ஒம்போது 9 க்காக இன்னோரு ஒம்போது 9  இவ்வளோ கஷ்ட்டபடுது,Transphobic-derogation
ஜீவநதி ப்ரியன்  சொல்லவும் முடியாது..; மெல்லவும் முடியாது.....நம்மள நாமே மாற்ற முடியாத சூழ்நிலை,Hope-Speech
Mumbai la இருந்து எல்லா 9ம் தமிழ்நாட்டுக்கு வந்துடுச்சிங்கனு நினைக்கிறேன்!!!!,Transphobic-derogation
எவனும் security பக்கதுல வச்சுட்டு இப்டி pesa maataan,None-of-the-above
Super Bro...Kannu Kalaguthu Bro...😧😧அக்கா உங்களுக்கு Roomba நல்லா மனசு அக்கா...நீங்க 100 வருஷம் சந்தோசமா இருக்கனும்...வாழ்த்த வயதில்லை வணங்குகிறேன்🙏🙏🙇‍♂️🙇‍♂️,None-of-the-above
திருநங்கை மனம்கொண்டவர்கள் வரலாம் பேசிபழக வாட்ஸாப்பில் மட்டும் நேர்சந்துப்பு இல்லை,None-of-the-above
அருமை பெருமைகளை அழகாக சொன்ன மாலினி நீ வாழ்க,None-of-the-above
யார் இங்க இறைவன். அந்த மனசுதன் சார் இறைவன்,None-of-the-above
I லவ் it . செம . அருமை,None-of-the-above
நீ  எப்படி கௌரி?,None-of-the-above
இது ரொம்ப முக்கியம் டா போய் வேலைய பருங்கடா,None-of-the-above
டார்வின்  பரிணாம கோட்பாடு எழுதும்போது முதல்ல எதிர்த்தவர்கள் கிருஷ்வரைகள்தான் .மதம் என்னைக்குமே அறிவியலை ஆதரிக்காது.மதம்தான் இங்க மனித அடிமை முறை .மதம்தான் அடக்கு முறை .டார்வின் ஒரு ஓரினசேர்க்கைனு முதல்ல நிரூபிச்சி காட்டுங்க .அப்டி அவர் ஓரின சேர்க்கையாளரா இருந்தா என்ன பிரச்சனைன்னு கேக்குறேன் .தாழ்த்த பட்ட மக்களோட பிரச்னையை ஒரு தாழ்த்த பட்டவனாலதான் கேக்க முடியும் .உணர முடியும் .அது போலதான் இதுவும்,None-of-the-above
திருநங்கை  நல்லவங்களும் இருக்காங்க பா,Counter-speech
இது ஒருவரின் தனிப்பட்ட விருப்பம் நான் ஆதரவு தருகிறேன்,Counter-speech
இறைவனின் படைப்பில் அனைவருமே அன்பானவர்கள்தான்...அதனை வெளிப்படுத்தும் விதம் தான் வேறுபடுகிறது... அனைவருக்கும் சமமான அன்பு கிடைத்தால் சமமான மகிழ்ச்சி கிடைக்கும்... அந்த வகையில் இந்த பதிவில் அவர் பகிர்ந்த அன்பு மனதுக்குள் கண்ணீர் கலந்த மகிழ்ச்சியைத் தருகிறது...,Hope-Speech
சமூகத்தின் ஆளுமை வளர்ச்சிக்கு ஒளிப்பதிவு சான்று பகரும். நன்றி....,None-of-the-above
நல்லா Script பண்ணி இருக்கிங்க.....,None-of-the-above
ஐய்யோ நாட்டுல இவ்வளோ ஒம்போது 9  திருநங்கை  அரவாணிகள் அலிகள் எங்க இருந்து வந்திருக்குங்க???,Transphobic-derogation
10.23  அங்க வர ஈ -யை பத்தி ஒரு விடியோ போடுங்க....ஜி,None-of-the-above
உங்களால் தான் நாடு வல்லரசாக மாட்டேங்குது பிச்சை எடுப்பதை குலத் தொழிலாக வைத்திருக்கிறீர்கள் உங்களை நீங்கள் மாற்றிக் கொள்ளுங்கள் உங்கள் மீது மரியாதை தானாக வரும்,None-of-the-above
அது உண்மை தான் ப்ரோ,None-of-the-above
இரண்டு நாளைக்கு முன்னாடி ஒரு ஆள ரயிலிலிருந்து பிடிச்சு தள்ளி ஆள காலிபன்னிட்டாங்க இந்த பொம்புளங்க,None-of-the-above
நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி. தேவன் அருவருக்கும் மிகப்பெரிய பாவம். இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார். மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும். சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது.,Homophobic-derogation
போலீசார் லஞ்சம் வாங்குவதாலும் அவர்களின் அதிகாரத்தை துஸ்பிரயோகம் செய்வதால் மதிப்பிலக்கிறர். குடிகாரர்களை அவர்கள் செய்யும் செயல் அவர்களை கேவலப்படுத்துகிறது. நம்மைப் பற்றிய நண்மதிப்பை நாங்கள் தான் உருவாக்க வேண்டும். கவர்மென்ட் வேலை பற்றி சொன்னீர்கள் அது மிக சரியான விஷயம்,None-of-the-above
வாழ்வில் முன்னேற வாழ்த்து சென்னிலா,None-of-the-above
இந்த பொண்ணு ஆணா??; இல்லை பெண்ணா????,Homophobic-derogation
"சம்பாதிப்பதற்க்காக பூக்கும் ரோஜாக்கள் என்று கூறி பதிவை எடுத்து விட்டு, பிறகு மாற்றி உள்ளார். பணத்திற்க்காக நா பிரளும் மனிதன்..",None-of-the-above
தெய்வம் வேறு தெய்வ ஷக்தி வேறு. இதுவே ஆதி மரபு,None-of-the-above
அவள் ஆணும் இல்லை பெண்ணும் இல்லை; அவள் தான் உண்மையான மனுஷி. ; மனிதம் எவரிடம் உள்ளதோ; அவன்தான் மனிதன்❤️❤️❤️. ; அவர்களை நேரில் வாழ்த்த விரும்புகிறேன். ; வாழ்த்த மட்டுமல்ல வணங்கவும் தான். ; அவர்களை தொடர்பு கொள்ள உதவுங்கள்,Counter-speech
"Culture,nature னு சொல்லுவாங்க.அரச மரமும் வேப்ப மரமும் ஒட்டி வளந்த தெய்வமா வணங்குவாங்க.அப்படி பாத்த lgbt peoples யும் வணங்கனும்",Counter-speech
Straight எப்போதும் Lgbt ஆகமுடியாது Lgbt எப்போதும் Straight ஆகமுடியாது அவரவர் வாழ்க்கையை தனியாவிட்ருங்க please. இரண்டு பேர் சேர்ந்து வாழ மட்டுமேபோறாங்க விபச்சாரம் செய்யல புரிந்து கொள்ளுங்கள்.,Counter-speech
ஒரு ஆண் மிருகம் ஆண் மிருகத்தோடு இன்பம் காண்பதில்லை ஓரினச்சேர்கை மிருக உறவைவிட கேவலமானது    இந்த தவறான உறவு முறை மாற்றப்பட வேண்டும் இப்படு பட்டவர்கள்  மனந்திரும்புதலுக்காக  இறைவனிடம் மன்றாடவேண்டும்,Homophobic-derogation
எப்படிடா மக்கள்தொகையை குறைப்பது  என்று இப்போதுதான் சட்டம் போட்டிருக்கிறார்கள் இவ்வளவுகாலம் கழிச்சி இப்பதான் புத்தி வந்துருக்குபோல,None-of-the-above
அந்த பையன் அழுதபோது தன் 💞💞தோளில்💞 சாய்த்து💞 💞அரவணைத்த 💞தாய்மையின்💞 அன்பு தான் ❤திருநங்கை💕💓எனும்💞💞💞💞💞💞பெண்மை💞💞💞; 💞Iகாதல் 💞all💞திருநங்கை💞💞 💞💞💞அம்மாஸ்💞💞💞,Hope-Speech
"ஓரினச்சேர்க்கை நேரம் விடியல் போலவே பழையது. இது புதிய ஒன்று என்று மக்கள் நினைக்கிறார்கள். வாழு வாழ விடு. வேறு ஒருவரின் வாழ்க்கையில் குறுக்கிடாதீர்கள். அது உங்களை பாதிக்கவில்லை என்றால், ஏன் கவலைப்படுகிறீர்கள்?",Counter-speech
"அந்நிய நாட்டுக்காரன் அம்மா,அக்கா, பொண்டாட்டினு மாத்தி மாத்தி போரான். அப்பாே அத நீ செய்வியா?",Homophobic-derogation
அந்த அக்காவுக்கு நல்ல மனசு,None-of-the-above
ஆணும் ஆணும் உறவு வராது மனசுக்கு.; அது அமெரிக்க கலாச்சாரம்.; இவர்களுக்கு கவுன்சிலிங் மட்டுமே தீர்வு.; எங்களுக்கு கவுன்சிலிங் தர நீயார்.; உனக்கு என்ன உரிமை இருக்கிறது. என்பது தவறு.; நோயாளிக்கு மருத்துவம் கண்டிப்பாக தேவை.; அன்பா சொல்லி திருந்தலைனா.; வேறு வழி இல்லை அடித்துதான் திருத்தனும்.; ஆடியாத மாடு படியாது.; இவள் சொல்லும் விதிவிலக்கின காரணங்களை மனிதர்கள் எடுத்துக் கொள்ளமுடியாது.,Homophobic-Threatening
அப்போ வாய் வழி உண்ணாதே; பகலில் விழிக்காதே; நாசி வழி சுவாசிக்காதே; இறுதியில் மாணுடறற்ற உலகம்; தோன்றி இயற்கை செழிக்கட்டும் உன்னை ஆக்கியவன் வெட்கி செருப்படி வாங்குவான்,Homophobic-Threatening
அது உண்மை தான் ப்ரோ,None-of-the-above
"முகமறியாத நண்பர் செந்தில் குமாருக்கு வணக்கம்.; மாற்றுத்திறனாளி மனிதர்களுக்கும் சக மனிதர்களைப் போல இயற்கையான உடல் சார்ந்த தேடல் இருக்கும் என்று மாற்றுத்திறனாளிகளின் உணர்வுகளுக்கு மதிப்பு அளிக்கின்ற உங்களுக்கு எனது மனமார்ந்த நன்றியினையும் , பாராட்டுகளையும் தெரிவித்துக் கொள்கிறேன்.; நீங்கள் திருமணம் ஆன வராக இருந்தால் உங்களின் மனைவி கொடுத்து வைத்தவர். அதேபோல நீங்கள் நல்ல நண்பர்களை பெற்றுள்ளீர்களே ஆனால் அந்த நண்பர்களும் கொடுத்து வைத்தவர்கள்.; ஏனென்றால் பிறரின் உணர்வுகளுக்கு முக்கியத்துவம் தரக்கூடியவர் ஆக நீங்கள் இருக்கின்றீர்கள். ; அப்படி என்றால் நானும் உணர்வு மிக்க உங்களின் நட்பில் கலந்திருக்க ஆசைப்படுகிறேன். ஏனெனில் நானும் ஒரு மாற்றுத்திறனாளி தான்..",None-of-the-above
"so far only 13 dislikes ,  but 230 likes ; ; இதுவே நீங்க சொல்ல வந்த விடயத்துக்கு கிடைத்த மிக பெரிய வெற்றி என நான் கருதுகிறேன்.",None-of-the-above
"; “இன்னும், உங்கள் இறைவன் உங்களுக்காகப் படைத்துள்ள உங்கள் மனைவிமார்களை விட்டு விடுகிறீர்கள்; இல்லை, நீங்கள் வரம்பு கடந்த சமூகத்தாராக இருக்கின்றீர்கள்.”; (அல்குர்ஆன் : 26:166)",Homophobic-derogation
திருநங்கைகலை வைத்து விலையாட வேண்டாம்,Counter-speech
"Suriya Moorthi  நன்றி நண்பா, இன்னும் பல தகவல்களை பகிருங்கல்.அருமை.",None-of-the-above
தோளில் சாய்பவன் தோழன் மார்பில் சாய்வது மனைவி வயிற்றை அணைப்பது  வாரிசுகள் வாழ்க்கையில் முக்கியம்,None-of-the-above
செம செம அருமை  போ,None-of-the-above
இப்பல்லாம்  பொன்னுங்க கூட இப்படி இருக்கரதில்ல....,None-of-the-above
ஒரு ஆணுக்கு ஒரு பெண் தான் இதை நீங்கள் என்ன தான் சொன்னாலும் நாங்கள் கேக்க போவது இல்லை. வேற வேலை இருந்தால் பாருங்க மக்களே.,Homophobic-derogation
அத செய்ங்க பஸ்ட்,None-of-the-above
திருநங்கைகள் போற்றுதலுக்கு உரியவர்கள்... .அன்பின் வடிவானவள் எடுத்துக்காட்டாக இந்தப் பதிவு...,Hope-Speech
Sathish Kumar   எந்த வரலாறு பா,None-of-the-above
கொப்பனும்..ஆத்தாலும் சேராம போனா நீயும்தான் போறக்க முடியுமா...இல்லை இப்டி வந்து நக்கீரன்ல பேட்டிதான் கொடுக்க முடியுமா.,Homophobic-derogation
0:50 - 0:59 யோவ் வெளிநாட்டு காரன் எது செய்தாலும் சரியானது ன்னு நினைக்கிற பாரு உன்னை மாதிரி ஆளுங்களால் தான் நாடு நாசமா போகுது.,None-of-the-above
I am venkatesh  வாடா அயிட்டகாரி முண்ட..அப்டியே குனி,None-of-the-above
அந்த திருநங்கை சகோதரி அவர்களின் மனது தான் இறைவன்.....,None-of-the-above
நான் பாத்த திருநங்கைலாம் என்கிட்ட காசு கேட்டதே உருவ கேலி பண்ணி மிரட்டி கெட்டவங்க தான் இவங்கள ஆளுங்க ரொம்ப கம்மி உண்மை அதான்,None-of-the-above
ஆங்கில்த்துல பேசறவன் ஆதரிக்கிறான்..; தமிழ்மறை படித்தவன் தமிழ்ழ பேசறவன் எதிர்க்கிறான்,None-of-the-above
வாழ்க வளமுடன் அக்கா,None-of-the-above
